Date,ID,flood,conc,loess,base,variable
2022-07-15,AM,1,0.9052659411437224,7.343044719458918,4.09208368308976,ER
2022-07-16,AM,1,3.5957846788374495,7.5177396522783795,4.09208368308976,ER
2022-07-17,AM,1,13.166431049893433,7.705770629247081,4.09208368308976,ER
2022-07-18,AM,1,19.628687176423465,7.913734635156953,4.09208368308976,ER
2022-07-20,AM,1,7.679390104790019,8.385290594020981,4.09208368308976,ER
2022-07-21,AM,1,6.712278813945565,8.63830499184676,4.09208368308976,ER
2022-07-22,AM,1,8.4023693836753,8.900015544673305,4.09208368308976,ER
2022-07-23,AM,1,8.71471401696982,9.172066010721343,4.09208368308976,ER
2022-07-24,AM,1,9.17799974725749,9.453181046868291,4.09208368308976,ER
2022-07-25,AM,1,7.970486115939427,9.742085309991571,4.09208368308976,ER
2022-07-26,AM,1,9.454227447848927,10.037503456968597,4.09208368308976,ER
2022-07-27,AM,1,9.131649079418914,10.583587886296444,4.09208368308976,ER
2022-07-28,AM,1,8.967930593687974,11.348475994910187,4.09208368308976,ER
2022-07-29,AM,1,8.295591963155312,11.916869937344263,4.09208368308976,ER
2022-07-30,AM,1,7.849881009367633,12.300920777711314,4.09208368308976,ER
2022-08-02,AM,1,27.569435227887684,13.359377567999804,4.09208368308976,ER
2022-08-03,AM,1,20.77918833253115,13.38024171909649,4.09208368308976,ER
2022-08-04,AM,1,14.98685088867634,13.02676367957638,4.09208368308976,ER
2022-08-05,AM,1,10.539768380011688,12.34103178349951,4.09208368308976,ER
2022-08-06,AM,1,6.9526485124612485,11.518292012394364,4.09208368308976,ER
2022-08-07,AM,1,6.400845074742851,10.753790347789423,4.09208368308976,ER
2022-08-08,AM,1,5.943622533927134,10.242772771213179,4.09208368308976,ER
2022-08-09,AM,1,6.2691647155590164,10.068247818962,4.09208368308976,ER
2022-08-10,AM,1,6.530974390966941,10.032033123717087,4.09208368308976,ER
2022-08-11,AM,1,8.632366174805789,9.90758831158417,4.09208368308976,ER
2022-08-12,AM,1,14.151877087422577,10.264584412817248,4.09208368308976,ER
2022-08-13,AM,1,15.64726450855811,11.143937271924468,4.09208368308976,ER
2022-08-14,AM,1,14.861117352217011,11.525973736392796,4.09208368308976,ER
2022-08-15,AM,1,13.355174505525657,10.952738936918399,4.09208368308976,ER
2022-08-16,AM,1,11.722978257881978,9.863839472851595,4.09208368308976,ER
2022-08-17,AM,1,8.873558771663955,8.585944394660576,4.09208368308976,ER
2022-08-18,AM,1,7.433767464311384,7.445722752813535,4.09208368308976,ER
2022-08-19,AM,1,5.414976931881246,6.769843597778671,4.09208368308976,ER
2022-08-20,AM,1,3.706539264110168,6.4550348688763215,4.09208368308976,ER
2022-08-21,AM,1,2.7736366326099695,6.215092874801468,4.09208368308976,ER
