Date,ER,GPPavg,K600_1d,GPP_Rhat,ER_Rhat,K600_daily_Rhat,ID
2022-05-10T00:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T01:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T02:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T03:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T04:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T05:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T06:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T07:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T08:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T09:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T10:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T11:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T12:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T13:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T14:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T15:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T16:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T17:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T18:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T19:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T20:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T21:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T22:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-10T23:00:00Z,-13.436754904355974,8.58217363639599,9.85167780843906,1,1,1,LF
2022-05-11T00:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T01:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T02:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T03:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T04:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T05:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T06:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T07:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T08:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T09:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T10:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T11:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T12:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T13:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T14:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
2022-05-11T15:00:00Z,-14.061310603179,8.215343560166984,10.807909579589795,1,1,1,LF
